purpose,gender,age,income,household,children,edu,occupation,ncars,scenario,choice,TT1,C1,WT1,TT2,C2,WT2,TT3,C3,WT3,TT4,C4,WT4,TT5,C5,WT5,choice_rainy,id_panel
3,2,1,3,2,0,3,5,3,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,238
3,1,5,1,2,2,5,3,0,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,239
2,1,1,1,3,1,1,3,0,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,240
2,2,6,1,1,1,1,4,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,241
2,1,1,1,3,0,2,1,4,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,242
1,2,5,2,2,2,5,6,3,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,243
3,1,3,2,3,0,3,1,2,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,244
3,1,1,2,2,0,3,6,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,245
3,1,6,1,1,2,1,4,0,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,246
3,1,6,3,1,2,4,4,1,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,247
3,1,5,1,3,0,1,5,3,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,248
4,2,2,2,3,2,3,2,2,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,249
3,2,5,1,1,1,4,2,4,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,250
5,1,1,1,1,1,2,6,2,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,251
4,1,3,3,3,2,2,2,0,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,252
5,2,6,2,1,2,3,5,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,253
1,1,2,1,1,0,1,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,254
1,1,3,2,4,2,3,3,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,255
1,1,4,3,3,1,3,3,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,256
1,1,1,1,2,0,2,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,257
5,1,5,2,3,1,2,5,4,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,258
4,1,6,2,3,2,4,3,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,259
1,1,3,2,3,0,2,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,260
1,1,2,1,2,0,1,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,261
4,2,4,2,1,1,5,3,3,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,262
1,1,1,1,4,1,1,6,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,263
5,2,4,2,1,1,3,4,3,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,264
1,2,1,1,1,0,1,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,265
1,1,2,1,3,1,3,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,266
4,2,5,3,3,0,2,6,4,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,267
3,2,6,3,2,1,6,1,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,268
3,2,1,3,2,0,5,2,4,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,269
4,1,1,2,1,0,1,4,4,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,270
1,2,2,2,1,1,6,2,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,271
4,1,6,3,2,1,5,1,4,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,272
1,2,6,3,1,1,1,2,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,273
3,2,1,1,2,1,4,2,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,274
3,2,3,3,3,0,2,6,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,275
3,1,3,2,3,2,2,2,3,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,276
1,2,1,1,3,2,5,2,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,277
3,1,1,1,2,1,5,2,4,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,278
5,1,6,3,2,0,2,1,2,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,279
2,1,4,3,1,0,3,1,1,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,280
1,1,3,3,3,2,1,4,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,281
4,2,4,2,1,0,5,2,1,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,282
4,1,5,2,1,2,6,5,3,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,283
5,1,1,3,3,0,6,3,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,284
4,1,3,1,3,0,1,1,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,285
1,1,2,1,3,1,2,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,286
2,1,5,1,1,1,5,1,4,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,287
1,2,3,3,2,0,3,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,288
3,1,2,1,4,0,3,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,289
5,1,1,1,1,1,5,4,4,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,290
4,2,2,2,1,2,6,6,0,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,291
3,2,2,3,2,1,4,1,0,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,292
3,1,1,1,2,1,5,1,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,293
3,2,5,3,3,2,1,4,4,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,294
5,1,3,1,2,1,2,5,0,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,295
4,1,6,1,3,1,3,3,4,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,296
3,1,3,3,3,1,4,1,0,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,297
4,1,2,3,2,2,4,2,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,298
2,1,6,3,3,1,1,2,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,299
4,1,1,3,3,0,6,3,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,300
1,2,1,3,3,2,3,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,301
5,2,5,3,3,2,3,3,0,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,302
4,1,5,1,1,0,2,5,0,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,303
5,1,1,3,2,0,6,5,3,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,304
3,2,4,2,2,2,6,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,305
1,2,6,2,2,0,3,5,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,306
5,1,4,3,2,0,4,5,4,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,307
2,1,6,2,3,1,3,1,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,308
4,1,5,3,3,2,2,3,4,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,309
2,2,4,1,2,2,5,6,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,310
1,2,2,1,2,0,5,5,3,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,311
3,1,1,3,1,2,5,1,0,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,312
1,2,6,1,3,0,4,5,4,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,313
1,1,1,1,4,2,1,6,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,314
5,2,2,1,3,1,5,2,0,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,315
4,1,2,2,2,0,3,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,316
5,1,3,3,3,2,6,2,0,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,317
1,2,1,3,2,2,4,5,4,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,318
5,1,5,2,1,1,5,4,2,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,319
2,1,4,2,2,2,6,6,2,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,320
3,2,3,3,2,2,1,1,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,321
3,1,2,2,1,0,1,1,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,322
5,2,6,2,2,0,5,1,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,323
4,1,4,1,1,1,5,5,3,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,324
2,1,2,1,1,1,1,6,1,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,325
1,2,1,3,2,0,5,3,4,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,326
3,1,5,3,2,1,6,1,3,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,327
1,1,4,2,3,2,3,2,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,328
4,1,3,1,2,0,2,4,3,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,329
4,2,5,2,2,0,4,1,4,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,330
1,1,2,1,2,0,1,2,0,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,331
1,1,2,1,3,0,2,3,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,332
2,1,1,1,3,0,1,6,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,333
1,2,4,2,2,1,4,2,4,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,334
1,2,1,1,4,0,3,6,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,335
1,2,4,1,2,2,4,6,3,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,336
1,2,2,1,1,0,4,2,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,337
2,2,1,1,3,0,1,6,1,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,338
1,2,2,1,4,1,3,2,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,339
1,2,2,1,3,0,3,2,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,340
2,2,1,1,1,0,3,6,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,341
3,2,2,1,4,0,3,2,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,342
5,1,1,3,2,1,6,4,2,1,2,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,343
3,1,4,2,2,1,4,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,344
2,1,2,2,3,0,1,5,4,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,345
1,2,4,2,3,2,1,2,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,346
2,1,1,1,3,0,3,4,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,347
2,2,2,1,4,2,3,2,4,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,348
3,2,5,1,4,3,1,4,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,349
3,2,2,2,3,1,4,1,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,350
1,1,4,2,4,3,2,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,351
2,2,1,1,3,2,1,1,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,352
1,1,3,2,2,0,3,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,353
1,1,3,3,4,3,2,3,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,354
1,2,4,1,2,0,3,1,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,355
1,1,4,2,3,1,5,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,356
2,2,4,2,4,2,3,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,357
1,1,4,3,4,3,3,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,358
1,1,2,1,3,0,2,4,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,359
1,1,1,1,2,0,1,6,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,360
1,1,4,2,3,0,4,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,361
1,2,2,2,4,2,4,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,362
1,1,3,3,3,1,2,1,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,363
1,1,1,1,2,0,1,6,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,364
1,1,1,2,3,1,2,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,365
1,2,1,1,4,1,1,6,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,366
1,1,3,2,4,1,1,3,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,367
1,2,6,1,2,0,6,5,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,368
1,2,5,2,3,0,1,2,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,369
1,2,2,2,3,1,4,3,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,370
1,1,4,3,4,1,3,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,371
3,2,3,2,3,0,1,1,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,372
3,1,2,1,2,0,2,2,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,373
1,1,1,1,4,3,1,6,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,374
1,2,2,1,4,2,1,6,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,375
2,2,2,2,3,1,2,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,376
2,1,4,2,3,0,2,3,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,377
1,1,2,1,2,0,1,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,378
1,2,3,2,4,1,1,3,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,379
2,2,1,1,1,0,1,6,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,380
2,1,1,1,4,0,3,6,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,381
1,1,2,1,3,0,4,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,382
1,1,2,1,3,0,1,6,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,383
1,2,3,2,3,1,3,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,384
1,2,3,3,4,2,4,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,385
1,1,4,3,4,0,2,3,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,386
1,1,2,2,3,1,3,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,387
1,1,2,1,1,0,1,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,388
1,2,1,1,2,0,1,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,389
1,1,3,2,3,0,2,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,390
1,1,2,2,3,1,3,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,391
1,1,2,2,2,0,2,2,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,392
1,1,1,1,1,0,1,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,393
1,1,5,2,4,0,6,3,4,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,394
1,2,5,2,3,1,1,2,2,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,395
3,2,3,3,4,3,1,4,2,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,396
1,1,3,2,4,2,1,3,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,397
1,2,5,2,1,0,1,1,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,398
1,2,1,1,4,2,3,6,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,399
1,1,4,3,4,3,2,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,400
3,1,2,1,1,0,4,3,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,401
1,1,2,1,4,2,3,6,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,402
1,2,1,1,2,0,4,4,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,403
1,2,1,1,4,0,3,6,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,404
1,1,1,2,3,2,3,6,1,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,405
3,1,1,1,2,0,1,6,0,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,406
2,1,1,1,4,2,1,4,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,407
2,1,1,1,4,2,1,4,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,408
4,1,4,2,4,2,4,2,1,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,409
1,2,1,1,4,2,3,6,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,410
2,2,1,1,2,0,1,6,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,411
2,2,1,1,4,2,1,6,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,412
1,2,2,1,4,0,3,4,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,413
1,1,5,2,4,2,3,1,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,414
1,1,2,1,4,3,3,2,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,415
2,2,1,1,4,0,1,6,1,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,416
1,2,1,1,4,2,1,2,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,2,417
1,2,5,2,4,2,3,1,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,418
1,2,2,1,4,0,3,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,419
1,2,2,1,4,0,4,4,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,420
1,1,2,1,2,0,2,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,421
1,2,2,2,2,0,4,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,422
1,1,3,2,3,1,3,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,423
1,1,4,3,4,2,3,1,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,424
1,2,2,1,1,0,3,2,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,425
1,1,2,2,2,0,4,2,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,426
1,2,4,2,4,2,6,2,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,427
1,2,2,1,3,2,3,1,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,428
4,2,6,2,1,0,6,5,0,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,429
3,1,5,3,2,0,3,5,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,430
3,1,2,2,2,0,1,1,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,431
1,2,2,1,4,0,3,2,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,432
1,2,1,2,2,0,3,2,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,433
1,2,4,2,2,0,1,2,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,434
1,1,2,2,2,0,3,1,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,435
2,2,5,1,2,0,1,5,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,436
1,1,5,2,4,2,1,1,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,437
1,2,2,1,3,0,3,2,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,438
1,2,3,2,1,0,3,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,439
2,1,2,1,1,0,3,1,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,440
1,2,3,2,3,1,3,2,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,441
3,1,5,3,4,0,2,5,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,442
1,2,1,1,4,3,3,6,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,443
1,1,2,2,2,0,3,1,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,444
3,1,5,3,4,0,2,5,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,445
1,1,3,2,3,1,3,3,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,446
1,1,3,2,1,0,1,1,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,447
1,2,1,1,2,0,3,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,448
1,2,3,1,1,0,3,2,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,449
1,2,2,1,2,0,3,2,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,450
1,1,5,1,3,1,1,4,0,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,451
1,1,1,1,1,0,3,6,0,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,452
1,2,1,1,4,3,3,2,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,453
1,2,1,1,3,1,1,6,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,454
1,1,1,1,3,0,1,6,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,455
1,1,1,1,4,2,3,6,0,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,456
1,1,1,1,4,0,1,6,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,457
1,1,1,1,1,0,1,6,1,1,5,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,458
1,1,3,2,2,0,3,1,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,459
1,1,3,3,1,0,3,3,3,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,460
1,2,3,2,3,1,3,1,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,461
1,2,1,1,3,1,1,6,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,462
1,1,2,3,4,0,3,3,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,463
3,2,6,2,4,2,6,5,2,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,464
1,1,2,1,4,0,3,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,465
1,2,1,1,4,2,1,6,3,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,466
1,2,1,2,4,1,1,6,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,467
1,1,2,2,1,0,3,1,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,468
1,2,1,2,4,2,1,6,2,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,4,469
2,2,1,3,4,0,1,6,1,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,470
1,2,1,2,3,1,1,6,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,471
1,2,1,1,4,0,1,6,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,5,472
1,2,2,2,1,0,4,2,1,1,4,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,473
2,1,1,2,4,3,1,2,1,1,1,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,1,474
1,2,1,3,4,0,1,2,2,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,475
1,2,1,2,4,3,1,2,0,1,3,25,8,10,45,15,0,45,0.6,3,25,7,0,40,5,5,3,476
